id,titulo,año,pais,tipo
2678,Solo en casa,1990,Estados Unidos,Película
2679,Aladdin,1992,Estados Unidos,Película
2680,"Cariño, he encogido a los niños",1989,Estados Unidos,Película
2681,Ratatouille,2007,Estados Unidos,Película
2682,La historia interminable,1984,Alemania del Oeste (RFA),Película
2683,Los increíbles,2004,Estados Unidos,Película
2684,Big,1988,Estados Unidos,Película
2685,"Bichos, una aventura en miniatura",1998,Estados Unidos,Película
2686,"Señora Doubtfire, papá de por vida",1993,Estados Unidos,Película
2687,Dumbo,1941,Estados Unidos,Película
2688,Cars,2006,Estados Unidos,Película
2689,Regreso al futuro II,1989,Estados Unidos,Película
2690,Jumanji,1995,Estados Unidos,Película
2691,"Las crónicas de Narnia: El león, la bruja y el armario",2005,Estados Unidos,Película
2692,El mago de Oz,1939,Estados Unidos,Película
2693,Regreso al futuro III,1990,Estados Unidos,Película
2694,Qué bello es vivir,1946,Estados Unidos,Película
2695,Coco,2017,Estados Unidos,Película
2696,Mentiroso compulsivo,1997,Estados Unidos,Película
2697,Big Hero 6,2014,Estados Unidos,Película
2698,Noche en el museo,2006,Estados Unidos,Película
2699,Matilda,1996,Estados Unidos,Película
2700,Escuela de rock,2003,Estados Unidos,Película
2701,"Mis dobles, mi mujer y yo",1996,Estados Unidos,Película
2702,Fantasía,1940,Estados Unidos,Película
2703,Memento,2000,Estados Unidos,Película
2704,Reservoir Dogs,1992,Estados Unidos,Película
2705,Réquiem por un sueño,2000,Estados Unidos,Película
2706,Pequeña Miss Sunshine,2006,Estados Unidos,Película
2707,¡Olvídate de mí!,2004,Estados Unidos,Película
2708,El proyecto de la bruja de Blair,1999,Estados Unidos,Película
2709,Drive,2011,Estados Unidos,Película
2710,En tierra hostil,2008,Estados Unidos,Película
2711,(500) días juntos,2009,Estados Unidos,Película
2712,Whiplash,2014,Estados Unidos,Película
2713,Terciopelo azul,1986,Estados Unidos,Película
2714,Antes de amanecer,1995,Estados Unidos,Película
2715,Antes del atardecer,2004,Estados Unidos,Película
2716,Captain Fantastic,2016,Estados Unidos,Película
2717,La noche de los muertos vivientes,1968,Estados Unidos,Película
2718,Viernes 13,1980,Estados Unidos,Película
2719,Easy Rider (Buscando mi destino),1969,Estados Unidos,Película
2720,The Man from Earth,2007,Estados Unidos,Película
2721,Coherence,2013,Estados Unidos,Película
2722,Carretera perdida,1997,Estados Unidos,Película
2723,"Pi, fe en el caos",1998,Estados Unidos,Película
2724,Primer,2004,Estados Unidos,Película
2725,"Sexo, mentiras y cintas de video",1989,Estados Unidos,Película
2726,Los Tenenbaums. Una familia de genios,2001,Estados Unidos,Película
2727,Manchester frente al mar,2016,Estados Unidos,Película
2728,Mátalos suavemente,2012,Estados Unidos,Película
2729,Corazón salvaje,1990,Estados Unidos,Película
2730,La visita,2015,Estados Unidos,Película
2731,Antes del anochecer,2013,Estados Unidos,Película
2732,Dios y el diablo en la tierra del sol,1964,Brasil,Película
2733,Tierra en trance,1967,Brasil,Película
2734,El dragón de la maldad contra el santo guerrero,1969,Brasil,Película
2735,Vidas secas,1963,Brasil,Película
2736,Barravento,1962,Brasil,Película
2737,Macunaima,1969,Brasil,Película
2738,Qué sabroso era mi amigo francés,1971,Brasil,Película
2739,O Bandido da Luz Vermelha,1968,Brasil,Película
2740,The Unscrupulous Ones,1962,Brasil,Película
2741,Los fusiles,1963,Brasil,Película
2742,Tiempos modernos,1936,Estados Unidos,Película
2743,Metrópolis,1927,Alemania,Película
2744,El chico,1921,Estados Unidos,Película
2745,Luces de la ciudad,1931,Estados Unidos,Película
2746,Nosferatu,1922,Alemania,Película
2747,El acorazado Potemkin,1925,Unión Soviética (URSS),Película
2748,El maquinista de La General,1926,Estados Unidos,Película
2749,El gabinete del doctor Caligari,1920,Alemania,Película
2750,Amanecer,1927,Estados Unidos,Película
2751,El ilusionista,2010,Francia,Película
2752,El hombre mosca,1923,Estados Unidos,Película
2753,La pasión de Juana de Arco,1928,Francia,Película
2754,El circo,1928,Estados Unidos,Película
2755,El nacimiento de una nación,1915,Estados Unidos,Película
2756,Llegada del tren a la estación de La Ciotat (C),1896,Francia,Cortometraje
2757,Asalto y robo de un tren (C),1903,Estados Unidos,Cortometraje
2758,El moderno Sherlock Holmes,1924,Estados Unidos,Película
2759,El último,1924,Alemania,Película
2760,Fausto,1926,Alemania,Película
2761,Octubre,1927,Unión Soviética (URSS),Película
2762,Salida de los obreros de la fábrica (C),1895,Francia,Cortometraje
2763,Intolerancia,1916,Estados Unidos,Película
2764,Vida de perro,1918,Estados Unidos,Película
2765,Siete ocasiones,1925,Estados Unidos,Película
2766,El golem,1920,Alemania,Película
2767,El navegante,1924,Estados Unidos,Película
2768,Y el mundo marcha,1928,Estados Unidos,Película
2769,Häxan: La brujería a través de los tiempos,1922,Dinamarca,Película
2770,El regador regado (C),1895,Francia,Cortometraje
2771,El ladrón de Bagdad,1924,Estados Unidos,Película
2772,La huelga,1925,Unión Soviética (URSS),Película
2773,"El doctor Mabuse (Dr. Mabuse, el jugador)",1922,Alemania,Película
2774,La carreta fantasma,1921,Suecia,Película
2775,Garras humanas,1927,Estados Unidos,Película
2776,El héroe del río,1928,Estados Unidos,Película
2777,El hotel eléctrico (C),1908,Francia,Cortometraje
2778,Charlot emigrante (C),1917,Estados Unidos,Cortometraje
2779,Napoleón,1927,Francia,Película
2780,El cameraman,1928,Estados Unidos,Película
2781,7 vírgenes,2005,España,Película
2782,Historias del Kronen,1995,España,Película
2783,¿Qué he hecho yo para merecer esto!,1984,España,Película
2784,El pico,1983,España,Película
2785,La estanquera de Vallecas,1987,España,Película
2786,"Makinavaja, el último choriso",1992,España,Película
2787,El Lute: Camina o revienta,1987,España,Película
2788,El pico 2,1984,España,Película
2789,"Deprisa, deprisa",1981,España,Película
2790,Volando voy,2006,España,Película
2791,"Yo, el Vaquilla",1985,España,Película
2792,Perros Callejeros II,1979,España,Película
2793,Colegas,1982,España,Película
2794,Criando ratas,2016,España,Película
2795,El Lute II: Mañana seré libre,1988,España,Película
2796,¡Semos peligrosos! (uséase Makinavaja 2),1993,España,Película
2797,Los últimos golpes del Torete (Perros callejeros III),1980,España,Película
2798,El diputado,1978,España,Película
2799,27 horas,1986,España,Película
2800,"Fanny ""Pelopaja""",1984,España,Película
2801,Matar al Nani,1988,España,Película
2802,Los golfos,1959,España,Película
2803,Los placeres ocultos,1977,España,Película
2804,Maravillas,1980,España,Película
2805,Perras callejeras,1985,España,Película
2806,Quinqui Stars,2018,España,Película
2807,Miedo a salir de noche,1980,España,Película
2808,De tripas corazón,1985,España,Película
2809,La patria del 'Rata',1980,España,Película
2810,ärtico,2014,España,Película
2811,Nunca en horas de clase,1978,España,Película
2812,Coto de caza,1983,España,Película
2813,Barcelona Sur,1981,España,Película
2814,Los violadores del amanecer,1978,España,Película
2815,Chocolate,1980,España,Película
2816,Tres días de libertad,1995,España,Película
2817,El idioma imposible,2010,España,Película
2818,La Corea,1976,España,Película
2819,Los jóvenes del barrio,1983,España,Película
2820,Libertad provisional,1976,España,Película
2821,Juventud drogada,1977,España,Película
2822,¡Puta miseria!,1989,España,Película
2823,La reina del mate,1985,España,Película
2824,Todos me llaman 'Gato',1980,España,Película
2825,Las que empiezan a los 15 años,1978,España,Película
2826,Chely,1977,España,Película
2827,El imaginario del Doctor Parnassus,2009,Reino Unido,Película
2828,La parada de los monstruos,1932,Estados Unidos,Película
2829,El gran showman,2017,Estados Unidos,Película
2830,Carnivàle (Serie de TV),2003,Estados Unidos,Serie de TV
2831,El circo de la mariposa (C),2009,Estados Unidos,Cortometraje
2832,Madagascar 3: De marcha por Europa,2012,Estados Unidos,Película
2833,American Horror Story: Freak Show (Miniserie de TV),2014,Estados Unidos,Miniserie de TV
2834,Sombras y niebla,1991,Estados Unidos,Película
2835,El circo de los extraños,2009,Estados Unidos,Película
2836,Una tarde en el circo,1939,Estados Unidos,Película
2837,El mayor espectáculo del mundo,1952,Estados Unidos,Película
2838,Bronco Billy,1980,Estados Unidos,Película
2839,Santa sangre,1989,México,Película
2840,El sueño de Red (C),1987,Estados Unidos,Cortometraje
2841,Historia de un oso (C),2014,Chile,Cortometraje
2842,Trapecio,1956,Estados Unidos,Película
2843,Lola Montes,1955,Francia,Película
2844,La máscara de cristal (MirrorMask),2005,Reino Unido,Película
2845,El callejón de las almas perdidas,1947,Estados Unidos,Película
2846,El fabuloso mundo del circo,1964,Estados Unidos,Película
2847,Zampo y yo,1965,España,Película
2848,Noche de circo,1953,Suecia,Película
2849,Circo del sol: Mundos lejanos,2012,Estados Unidos,Película
2850,El gran Houdini,1953,Estados Unidos,Película
2851,Lilí,1953,Estados Unidos,Película
2852,Buffalo Bill y los indios,1976,Estados Unidos,Película
2853,Muslo o pechuga,1976,Francia,Película
2854,El que recibe el bofetón,1924,Estados Unidos,Película
2855,Los Clowns (TV),1970,Italia,TV
2856,El último verano,2009,Francia,Película
2857,Yoyo,1965,Francia,Película
2858,Colegas en el bosque 3,2010,Estados Unidos,Película
2859,Varieté,1925,Alemania,Película
2860,Había una vez un circo,1972,Argentina,Película
2861,Las mil y una noches,1942,Estados Unidos,Película
2862,El payaso,2011,Brasil,Película
2863,Nevia,2019,Italia,Película
2864,Estigmas,2009,España,Película
2865,Tachaaan! (C),2009,España,Cortometraje
2866,Zafarrancho en el circo (TV),1974,Francia,TV
2867,Cirque du Soleil: Alegría (TV),2001,Canadá,TV
2868,Los comediantes (Funny Bones),1994,Reino Unido,Película
2869,Wallace & Gromit. La maldición de las verduras,2005,Reino Unido,Película
2870,Pingu (Serie de TV),1986,Suiza,Serie de TV
2871,Las increíbles aventuras de Wallace y Gromit,2001,Reino Unido,Película
2872,Wallace y Gromit: Los pantalones equivocados,1993,Reino Unido,Película
2873,More (C),1998,Estados Unidos,Cortometraje
2874,La oveja Shaun: La película,2015,Reino Unido,Película
2875,Wallace y Gromit: Un esquilado apurado,1995,Reino Unido,Película
2876,Harvie Krumpet (C),2003,Australia,Cortometraje
2877,Celebrity Deathmatch (Serie de TV),1998,Estados Unidos,Serie de TV
2878,Wallace y Gromit: La gran excursión (C),1989,Reino Unido,Cortometraje
2879,El apóstol,2012,España,Película
2880,"Oscuridad, luz, oscuridad (C)",1989,Checoslovaquia,Cortometraje
2881,La oveja Shaun (Serie de TV),2007,Reino Unido,Serie de TV
2882,Head Over Heels (C),2012,Reino Unido,Cortometraje
2883,Cavernícola,2018,Reino Unido,Película
2884,The Simpsons: You're Next (C),2015,Reino Unido,Cortometraje
2885,Creature Comforts (C),1989,Reino Unido,Cortometraje
2886,T is for Toilet (C),2011,Reino Unido,Cortometraje
2887,Bumpy el travieso (Serie de TV),1994,Estados Unidos,Serie de TV
2888,La oveja Shaun. La película: Granjaguedón,2019,Reino Unido,Película
2889,Wallace y Gromit: Un asunto de pan o muerte (TV),2008,Reino Unido,TV
2890,Pingu's The Thing (C),2012,Reino Unido,Cortometraje
2891,Pos eso,2014,España,Película
2892,Colección Aardman,1994,Reino Unido,Película
2893,Hasta los huesos (C),2001,México,Cortometraje
2894,Vicenta (C),2010,España,Cortometraje
2895,Chainsaw Maid (C),2007,Japón,Cortometraje
2896,Brother (Hermano) (C),2000,Australia,Cortometraje
2897,Bob y sus amigos (Serie de TV),1999,Reino Unido,Serie de TV
2898,Juegos viriles (C),1988,Checoslovaquia,Cortometraje
2899,Claycat's The Raid (C),2012,Reino Unido,Cortometraje
2900,Uncle (Tío) (C),1996,Australia,Cortometraje
2901,Cousin (Primo) (C),1999,Australia,Cortometraje
2902,El viaje de Said (C),2006,España,Cortometraje
2903,Claycat's Terroríficamente muertos (C),2012,Reino Unido,Cortometraje
2904,Claycat's The Thing (C),2012,Reino Unido,Cortometraje
2905,An Alien Claymation (C),2012,Reino Unido,Cortometraje
2906,Chainsaw Maid 2 (C),2010,Reino Unido,Cortometraje
2907,A Good Clay to Die Hard (C),2013,Reino Unido,Cortometraje
2908,Minotauromaquia (C),2004,España,Cortometraje
2909,Fireworks (C),2009,Estados Unidos,Cortometraje
2910,Sundae in New York (C),1983,Estados Unidos,Cortometraje
2911,A Zombie Claymation (C),2011,Reino Unido,Cortometraje
2912,Hamster Hell (C),2012,Reino Unido,Cortometraje
2913,Claycat's DOOM (C),2016,Reino Unido,Cortometraje
2914,¡Piratas!: ¡Listo para ser un pirata! (C),2012,Reino Unido,Cortometraje
2915,My Baby Just Cares for Me (Vídeo musical),1987,Reino Unido,Vídeo musical
2916,60 segundos,2000,Estados Unidos,Película
2917,A todo gas,2001,Estados Unidos,Película
2918,Fast & Furious 5 (A todo gas 5),2011,Estados Unidos,Película
2919,Baby Driver,2017,Reino Unido,Película
2920,A todo gas 2,2003,Estados Unidos,Película
2921,El diablo sobre ruedas (TV),1971,Estados Unidos,TV
2922,Los autos locos (Serie de TV),1968,Estados Unidos,Serie de TV
2923,El coche fantástico (Serie de TV),1982,Estados Unidos,Serie de TV
2924,A todo gas: Tokyo Race (A todo gas 3),2006,Estados Unidos,Película
2925,Fast & Furious 6 (A todo gas 6),2013,Estados Unidos,Película
2926,Fast & Furious: Aún más rápido (A todo gas 4),2009,Estados Unidos,Película
2927,Fast & Furious 7 (A todo gas 7),2015,Estados Unidos,Película
2928,Le Mans '66,2019,Estados Unidos,Película
2929,Christine,1983,Estados Unidos,Película
2930,Death Race: La carrera de la muerte,2008,Estados Unidos,Película
2931,Fast & Furious 8,2017,Estados Unidos,Película
2932,Cars 2,2011,Estados Unidos,Película
2933,Senna,2010,Reino Unido,Película
2934,Días de trueno,1990,Estados Unidos,Película
2935,Taxi Express,1998,Francia,Película
2936,Speed Racer,2008,Estados Unidos,Película
2937,Herbie: A tope,2005,Estados Unidos,Película
2938,Fast & Furious: Hobbs & Shaw,2019,Estados Unidos,Película
2939,Need for Speed,2014,Estados Unidos,Película
2940,Driven,2001,Estados Unidos,Película
2941,Top Gear (Serie de TV),2002,Reino Unido,Serie de TV
2942,La carrera del siglo,1965,Estados Unidos,Película
2943,Cars 3,2017,Estados Unidos,Película
2944,Dos chalados y muchas curvas,2005,Estados Unidos,Película
2945,Combustión,2013,España,Película
2946,Operación Trueno,1995,Hong Kong,Película
2947,Pasado de vueltas,2006,Estados Unidos,Película
2948,Coche policial,2015,Estados Unidos,Película
2949,Los locos del Cannonball,1981,Estados Unidos,Película
2950,"Tucker, un hombre y su sueño",1988,Estados Unidos,Película
2951,El coche fantástico (Serie de TV),2008,Estados Unidos,Serie de TV
2952,La carrera de la muerte: el origen (Death Race 2),2010,Sudáfrica,Película
2953,Punto límite: Cero,1971,Estados Unidos,Película
2954,El coche fantástico: La película (TV),2008,Estados Unidos,TV
2955,La carrera de la muerte del año 2000,1975,Estados Unidos,Película
2956,Mate y la luz fantasma (C),2006,Estados Unidos,Cortometraje
2957,Repo Man (El recuperador),1984,Estados Unidos,Película
2958,"Herbie, un volante loco",1974,Estados Unidos,Película
2959,Meteoro (Serie de TV),1967,Japón,Serie de TV
2960,Wheelman,2017,Estados Unidos,Película
2961,Getaway,2013,Estados Unidos,Película
2962,Carretera asfaltada en dos direcciones,1971,Estados Unidos,Película
2963,Chocolat,2000,Reino Unido,Película
2964,Super Size Me,2004,Estados Unidos,Película
2965,Fuera de carta,2008,España,Película
2966,Chef,2014,Estados Unidos,Película
2967,Julie y Julia,2009,Estados Unidos,Película
2968,Sin reservas,2007,Estados Unidos,Película
2969,El festín de Babette,1987,Dinamarca,Película
2970,Soul Kitchen,2009,Alemania,Película
2971,Una pastelería en Tokio,2015,Japón,Película
2972,Dos chicas sin blanca (Serie de TV),2011,Estados Unidos,Serie de TV
2973,Bon appétit,2010,España,Película
2974,Un viaje de diez metros,2014,Estados Unidos,Película
2975,"El cocinero, el ladrón, su mujer y su amante",1989,Reino Unido,Película
2976,Fast Food Nation,2006,Estados Unidos,Película
2977,"El chef, la receta de la felicidad",2012,Francia,Película
2978,Deliciosa Martha,2001,Alemania,Película
2979,Un toque de canela,2003,Grecia,Película
2980,Dieta mediterránea,2009,España,Película
2981,"Comer, beber, amar",1994,Taiwán,Película
2982,Tímidos anónimos,2010,Francia,Película
2983,Estómago,2007,Brasil,Película
2984,Una buena receta,2015,Estados Unidos,Película
2985,La gran comilona,1973,Francia,Película
2986,Salsa rosa,1991,España,Película
2987,Fresh Guacamole (C),2012,Estados Unidos,Cortometraje
